title,abstract,keywords,year,journal_title,license,link_doi,link_pdf,query
The colours in the heraldry of the libros de caballerías,"[Resumen] Se analiza en detalle el simbolismo expresado mediante los colores del campo del escudo y la cota de armas de los personajes de 36 libros de caballerías impresos en el siglo XVI, y se comparan las preferencias cromáticas literarias con las observadas en la heráldica castellana real compuesta durante ese mismo periodo y también con las desarrolladas previamente en las novelas del ciclo artúrico. Las correspondencias entre colores y sentimientos propuestas por los tratadistas del siglo XV tuvieron una influencia determinante en el entintado de los escudos novelescos, pero afectaron muy poco a la coloración de los auténticos, exceptuando la promoción de un decidido gusto por el verde que, sin embargo, careció de intenciones simbólicas. El uso de alegorías cromáticas fue mucho más amplio en los libros de caballerías que en la literatura artúrica y la elección de colores en cada caso respondió a propósitos generalmente diferentes[Abstract] The symbolism expressed by the colours of the field of the heraldic shield and the armorial coat of the characters in 36 Spanish romances of chivalry (libros de caballerías) printed in the XVIth century is analysed in detail, and the literary chromatic preferences are compared to those observed in real Castilian heraldry composed during the same period and also to those pertaining to previous Arthurian narrative. The correspondence between colours and emotions proposed by the authors of XVth century treatises exerted a determinant influence on the colouring of fiction arms, but scarcely affected that of the authentic ones, excepting the promotion of a definite taste for the green, which was nevertheless devoid of symbolic purposes. The use of chromatic allegories was much wider in the romances of chivalry than in the Arthurian literature, and the choice of colours was generally intended to represent different intentions in each instanc",arthurian period,2018,'Universidade da Coruna',,,https://core.ac.uk/download/250404666.pdf,arthurian period
Arthurian Literature in Harry Potter: a Brief Analysis,"Treball Final de Grau en Estudis Anglesos. Codi: EA0938. Curs acadèmic: 2022/2023The Arthurian legends, particularly the stories of the Round Table and the Holy Grail, have been a significant source of inspiration for many literary works throughout history. This paper presents an analysis of the elements of the Arthurian period that are evident to some extent in J.K. Rowling's Harry Potter series, along with the literature and period that inspired the author. A comparison has been made between the legends of King Arthur and J.K. Rowling's books, mostly those found in Sir Thomas Malory's Le Morte D'Arthur. The Harry Potter series by J.K. Rowling clearly shows evidence of being heavily influenced by the Arthurian period. There are similarities between the character Harry Potter and King Arthur, as well as Albus Dumbledor and the wizard Merlin. Additionally, the use of magical objects such as the Horrocruxes and the Sword of Gryffindor is reminiscent of the magical items found in the Arthurian legends. This paper provides valuable information for further analyses and can serve as a guide for those interested in exploring the different adaptations of the mediaeval and Arthurian periods in contemporary literature",arthurian period,2023,'Universitat Jaume I',,,https://core.ac.uk/download/588552712.pdf,arthurian period
A chivalric show of civic virtue: the Society of Prince Arthur’s archers,"This article explores civic pageantry’s role in detaching King Arthur and aspects of the Arthurian world from the narratives of the medieval tradition by examining the Society of Prince Arthur’s show, a popular event hosted by an archery fraternity in late sixteenth-century London. The processional nature of the Society’s annual show, the account of the Society provided by Richard Mulcaster, and readers’ annotations in copies of Richard Robinson’s The Ancient Order, Societie, and Unitie Laudable of Prince Arthure and his knightly armory of the Round Table (1583) reveal the importance of performance in the early modern reimagining of Arthur and his knights as symbols of civic virtue. The Society’s adaptations of Arthurian characters and the chivalry of the Round Table thus influence both satirical responses to chivalric literature in the period and Edmund Spenser’s presentation of the Arthurian legend in The Faerie Queene (1590)",arthurian period,2021,Oxford University Press,,10.1093/res/hgab061,https://core.ac.uk/download/665905923.pdf,arthurian period
Knights of the Round Table: Knighthood in History and in Medieval Arthurian Legend,"For many, stories of King Arthur and his Knights of the Round Table serve as a representation of the Middle Ages. The image of the knight in shining armor defending the castle is perhaps one of the most enduring impressions of the period. The extensive canon of King Arthur, often called Arthurian legend has survived because it was one of the most consistently written-about subjects in medieval literature. As the centuries went on, the focus of Arthurian literature shifted from King Arthur himself to his ever-growing roster knights, some of the most famous being Lancelot Du Lac and Sir Gawain. However, knights were not just these fictionalized heroes, they were a real and powerful military class that made up much of the nobility throughout the Middle Ages. The purpose of this paper is to compare and contrast the fictional knight of medieval literature to the real knights these characters were based on. Specifically, by looking at the body of Arthurian literature from the twelfth and thirteenth centuries in comparison to knights of the same period. This study will look at knighthood and Arthurian legend in the context of medieval society and culture. Showing that while there are considerable differences, ultimately knighthood and the literature of knighthood influenced one another.Purchase College SUNYHistoryBachelor of ArtsKeller, Lis",arthurian period,,,,,https://core.ac.uk/download/638989470.pdf,arthurian period
Arthurian Literature–II,"Mention has already been made of the rapid decrease in the number of writers and versions in the seventeenth century—the period, indeed, in which the lowest point of Arthurian production was reached. This sudden decline in interest is amazing, and there is no direct testimony as to the cause. The suggestion has been made, that the intellectual struggles of the seventeenth and eighteenth centuries are accountable for this state of affairs. Possibly there were other reasons, which do not appear. The attention of the literary world was strongly drawn toward the drama during this century, and the whole subject of the construction of stage productions was fought out with a vehemence that left nothing to the imagination. As a result of this interest in the stage we find that Arthurian subjects appear for the first time in dramatic form, but in a very small number of cases. The first piece was that of John Dryden, King Arthur, or The British Worthy, which was acted and published; then Desmarres wrote La Dragonne, ou Merlin Dragon. Francis Bacon wrote The Misfortunes of Arthur, a drama based on Malory’s Morte d’Arthur. There were redactions and alterations in the following century and these probably gave the impulse for dramatic handling of the various subjects of the Arthurian tradition",arthurian period,1910,'Columbia University Libraries/Information Services',,10.7916/d8qc02p4,https://core.ac.uk/download/161451009.pdf,arthurian period
"Avalon Recovered: The Arthurian Legend in British women's writing, 1775-1845","While the popularity of the Arthurian myth among twentieth-century and contemporary women writers is well known, earlier female engagements with the legend have remained largely unexplored. By recovering a number of unexamined texts, this thesis aims to offer a more comprehensive account of the rise of British women writers’ interest in the Arthurian story between 1775 and 1845. Locating women’s engagements with Arthur in Gothic verse, travel writing, topographical poetry, and literary annuals, it argues that differences in the kinds of Arthurian texts available to women writers in the period led to the formation of a distinct female tradition in Arthurian writing. Works by Letitia Elizabeth Landon and Felicia Hemans are discussed alongside those by lesser-known writers such as Anne Bannerman, Anna Jane Vardill, and Louisa Stuart Costello. The initial chapter examines how Arthurian material was bowdlerised and recast for presentation to the female reader in the Romantic period. This provides the context for a new interpretation of various images of anxiety in early Arthurian texts by women as a symptom of their limited, or often second-hand, access to medieval Arthurian works. The following two chapters explore the prevalence of Arthurian material in women’s Gothic verse and travel writing respectively. The fourth chapter investigates the evolution of women’s responses to contemporary Arthurian scholarship, from the popular and satirical through to romance editions of their own. The final chapter turns to Arthurian poems by women in literary annuals, culminating in a comparison of women writers’ treatments of the Maid of Astolat tale and Tennyson’s own. Annual Arthuriana informs and anticipates many of the trends that come to dominate the Arthurian revival in the second half of the nineteenth century, which I identify in conclusion as the moment when the imaginative power of female Arthuriana becomes fully realised",arthurian period,,,,,https://core.ac.uk/download/443987979.pdf,arthurian period
"A study of Arthurian poetry in the English Renaissance, from Spenser to Dryden.","This thesis traces the development of Arthurian literature through the sixteenth and seventeenth centuries. A comparison of the Medieval flawed romance king and of the epic warrior of the English histories with Spenser's treatment of Arthur in The Faerie Queene reveals the extent of Spenser's originality. Spenser irreversibly altered the course of English Arthurian literature by rejecting Arthur's traditional human failings and by creating a figure of moral and political idealism. These forms of perfection --- intimately connected in the poem to Protestantism, Neoplatonism, nationalism and monarchism --- initiated two divergent, but not mutually exclusive, strands of Arthurian literature in the seventeenth century. Spenser's Arthurian idealism manifests itself in the courtly masques, and especially in Ben Jonson's Prince Henry's Barriers (1610) and Prince Oberon (1611), Thomas Carew's Coelum Britannicum (1633) and William Davenant's Britannia Triumphans (1637). The masques affirm the link between Spenserian Arthurianism and moral perfection, but the Spenserian poets soon raised doubts regarding this pure 'idealism'. This group of poets, particularly Drayton, simultaneously imitate and alter Spenser's use of Arthurian material. In Poly-Olbion (1633)Drayton adapts Spenser's concept of Arthur in order to contrast Arthurianism with Christianity and historicity. Spenser's Arthurian concepts of heroism, nationalism and monarchy initiated in The Faerie Queene are prominent in the political panegyrics of the Stuart period, and are fully explored by Ralph Knevett in A Supplement of the Faery Queene (1635). While Knevett proposes an allegorical representation of political idealism in his Arthurian material, he simultaneously evinces an astute awareness of the increasing contemporary demands for greater veracity and realism in fiction.Towards the end of the seventeenth century Arthurian idealism was losing its momentum. Its final demise can be traced in the works of Milton and Dryden. Milton was initially attracted by Spenser's treatment of Arthur, but he followed the Spenserians in utilizing the moral Arthurian material primarily to foreground the higher truths of Christianity in Paradise Lost (1667) and Paradise Regained (1671). By the time Dryden completed King Arthur (1691), the Arthurian tradition could no longer sustain its traditional imaginative appeal.<p",arthurian period,1985,,,,https://core.ac.uk/download/78865779.pdf,arthurian period
Jurgen and the Arthurian legend,"Jurgen, a comedy of justice, by James Branch Cabell is one of the most classical pieces of American fantastic literature and has inspired many writers, especially Terry Pratchett, that follows the idea of parodying medieval-inspired countries with a touch of magic, displayed mostly for laughs. Jurgen tells the story of a pawnbroker/poet that one day makes the Devil a favour and the Devil, grateful, grants him for a period of one year the possibility of returning to his youthful self to enjoy life and have love adventures. In the fantasy-medieval land where he lives, the Arthurian legend is real, and he will encounter the great characters such as Guinevere or Anaitis, the Lady of the Lake and have love affairs with every single one of them. But, at the end of this period, he returns home with some material for his poetry and to the normal life of a miserable married man.Jurgen, a comedy of justice, by James Branch Cabell is one of the most classical pieces of American fantastic literature and has inspired many writers, especially Terry Pratchett, that follows the idea of parodying medieval-inspired countries with a touch of magic, displayed mostly for laughs. Jurgen tells the story of a pawnbroker/poet that one day makes the Devil a favour and the Devil, grateful, grants him for a period of one year the possibility of returning to his youthful self to enjoy life and have love adventures. In the fantasy-medieval land where he lives, the Arthurian legend is real, and he will encounter the great characters such as Guinevere or Anaitis, the Lady of the Lake and have love affairs with every single one of them. But, at the end of this period, he returns home with some material for his poetry and to the normal life of a miserable married man",arthurian period,2018,'Universidade da Coruna',,10.17979/digilec.2014.1.0.3678,https://core.ac.uk/download/352913296.pdf,arthurian period
Good stuff for wise men to laugh at or honest men to take pleasure at : The Arthurian tradition during the Renaissance,"Contrary to the commonly held view that the English Renaissance abandoned the realm of Arthuriana as an inspiration for literary and other cultural texts, I demonstrate in my thesis that Arthurian texts from this period took on new forms and shifted their focus. Although a decline in the overall amount of Arthuriana produced during the Renaissance occurred, as opposed to the Middle Ages, interest in Arthur certainly did not die out. When comparing the amount of Arthuriana of the Middle Ages to that of the Renaissance, it is necessary to remember that the Middle Ages covered nearly a millennium, whereas the Renaissance barely lasted two hundred years. Writers of the Renaissance were still interested in both the literary and the historical Arthur, but they chose to define and present Arthur and the Arthurian legend through the framework of the social, cultural, political, and religious ideologies of their own lifetimes. To provide a better understanding of Arthurian Renaissance texts, I shall first explore the context in which they were written. Whether Arthur is portrayed in historical, political, fictional, dramatic, poetic, or religious texts, each text is directly related to various cultural contexts of this period. The first text I will examine is Edmund Spenser\u27s famous Faerie Queene, an unfinished epic-length poem written to glorify Queen Elizabeth and first published in part in 1590. I will read The Faerie Queene as an example of poetic Arthuriana calling upon components of the traditional Arthurian legend while at the same time creating a new Arthurian legend. The second text I have chosen is Michael Drayton\u27s Poly-Olbion. Published in I 613, the Poly-Olbion combines poetry, history, and topography into a unique patriotic epic. I will analyze this text as an example of an historiographical text with Arthurian inclusions. Finally, I will explore the recently discovered anonymous Jacobean play Tom a Lincoln, (written between 1611 and 1619), an Arthurian Renaissance text that reinterprets the traditional Arthurian legend through its negative critical commentary on the aristocracy of Elizabethan and Jacobean England. My analysis of these three texts will be conducted in four stages. First, I will explore how these texts are situated within English literary history, particularly within Arthurian literary history. Secondly, I will examine those social, cultural, political, and religious aspects of the Renaissance which influenced the texts, specifically in their portrayal of Arthur and other major elements of the Arthurian legend. In addition, I shall examine these texts in light of the still-raging controversy over the historicity of Arthur, noting how this controversy affected each author\u27s choice and manner of portraying Arthur in his text. Finally I will suggest how Spenser, Drayton, and the author of Tom a Lincoln accepted or rejected the social, cultural, political, and religious institutions of the Renaissance through The Faerie Queene, the Poly-Olbion, and Tom a Lincoln, respectively. By exploring these three texts, I not only wish to explore, to as great a degree as possible, what the authors\u27 intentions were as they wrote their texts, but also to suggest how social, cultural, political, and religious facets of the Renaissance influenced and were reflected in Arthurian literature",arthurian period,2002,UNI ScholarWorks,,,https://core.ac.uk/download/222997691.pdf,arthurian period
"Arthurian Toponymics: Folk Tradition or Antiquarian Invention? Review of the book: Lloyd, S. (2017). The Arthurian Place Names of Wales. Cardiff: University of Wales Press. xii + 242 p.","The article reviews Scott Lloyd’s survey of Arthurian place names in Wales, and the background to this material in the literature and scholarship of the modern and medieval periods. The reviewer presents an overview of Lloyd’s scope and methodology, situating it within the context of current trends in the wider fi eld of Celtic studies. Lloyd’s survey shows that Arthurian toponymics is a modern as much as a medieval problem. The mutual infl uence between the map-makers on one hand, and the scholars and story-tellers on the other, is best regarded as a dynamic work-in-progress, rather than a passive snapshot of timeless folk tradition. Lloyd’s most signifi cant discovery is the relative fl uidity of Arthurian toponymics, with many of the place names in question fi rst appearing on the cartographic or literary record no earlier than the 19th century. The case of the common Welsh place name Arthur’s Quoits or Coetan Arthur is considered, and Lloyd’s implication of a 17th century origin for this form is critically discussed. Attention is drawn to the alternating currents of scepticism and reconstructionism that have defi ned Arthurian scholarship and literature from the Tudor period onwards. The author then offers some concluding thoughts on Arthur’s “ontological ambiguity,” and the powerful stimulus this seems to have exerted on topographical and historiographical speculation, both modern and medieval.В статье анализируется книга Скотта Ллойда, посвященная артуровской топонимии Уэльса, а также источники рассматриваемого в ней топонимического материала, который извлечен из литературы и научных трудов современного и средневекового периодов. Рецензент предлагает обзор данных, представленных в рецензируемой книге, и используемой в ней методологии, помещая их в широкий контекст современных кельтологических исследований. Как показывает рецензируемая работа, «артуровские» мотивы в современной топонимии так же явственны, как и в Cредневековье. При этом очевиден вклад в их формирование картографов, исследователей и разного рода рассказчиков, и это непрерывный, творимый, динамический процесс, а не устоявшийся, заданный «слепок» фольклорной традиции. Наиболее значительным открытием С. Ллойда рецензент считает обнаруженную им неоднородность артуровских топонимов, значительная часть которых возникает на картах и в литературных источниках не ранее XIX века. В рецензии отдельно рассматривается общеваллийский топоним Arthur’s Quoits, или Coetan Arthur, а также дается критический анализ предложенной С. Ллойдом гипотезы о возникновении этого топонима в XVII веке. Рецензент обращает внимание на чередование скептических и «реконструкционистских» настроений в исследованиях и литературе разных периодов, посвященных фигуре короля Артура (начиная с эпохи Тюдоров). В заключении рецензент размышляет об «онтологической неопределенности» этого персонажа и о том, как сильно такая «неопределенность» повлияла на размышления средневековых и современных историков и топографов",arthurian period,2018,'Ural Federal University',,10.15826/vopr_onom.2018.15.1.010,https://elar.urfu.ru/bitstream/10995/79841/1/vopon_2018_1_012.pdf,arthurian period
Presencia del ciclo artúrico en las bibliotecas bajomedievales de la ciudad de Valencia (1416-1474),"Este artículo, después de revisar el estado de la cuestión sobre la literatura artúrica en España y sus posibles vías de penetración, estudia su presencia en un período de tiempo y espacio concretos: 1416-1474 en la ciudad de Valencia. Para ello analiza los títulos del ciclo artúrico que aparecen en los inventarios notariales de esa misma ciudad, además de plantear las posibles conexiones con la novela de caballeríasThis article, after revising the state of play about the Arthurian literature in Spain and its diffusion, investigates its presence in a concrete period of time and place: 1416-1474 in the city of Valencia. So the Arthurian titles which are included in documentary resources are analyzed and the probably links between it and the novels of chivalry as well",arthurian period,2011,Universidad de Alcalá. Servicio de Publicaciones,,,https://core.ac.uk/download/230103465.pdf,arthurian period
"Hail to the King[s], Baby Arthur vs Army of Darkness","Given the current penchant for “medieval misappropriation” among white supremacists, neo-Nazis, and political pundits, medievalists are clearly justified in directing their critical attention toward debunking the overly popular neomedieval misrepresentations portrayed in so much serious modern Arthuriana. Yet, it is worth remembering that comedy also played an essential role in medieval Arthurian storytelling, and that neomedieval comic representations of King Arthur (and his silly English kuh-nigguts) remain worthy of critical attention as well, perhaps especially so during times of modern “darkness.” Two major strains of neomedieval Arthurian comedy remain perennially present in modern media: those following Mark Twain’s time-traveling Connecticut Yankee (wherein a cocky modern hero replaces an ineffective King Arthur as the new “boss”) and those echoing Monty Python’s satiric Holy Grail (wherein King Arthur is a self-important, dim-witted authority figure worthy of ridicule). These two comic strains find an unexpected hybrid representation in Sam Raimi’s horror-adventure-comedy, Army of Darkness, which presents fans with a cocky, dim-witted, and modern replacement for Arthur: Ashley J. Williams, the modern buffoon king we deserve . . . if not the one we want. As an escapist fantasy, a critique of modern hyper-masculine heroism, and a self-conscious distortion of medieval film tropes, Army of Darkness exemplifies how comic neomedieval Arthuriana can offer audiences solace during times of hardship, critique modern cultural concerns within a distant medieval construction, and remind viewers that the “real Middle Ages” was not a uniformly dour, shit-laden time of pestilence, violence, and ethnocentrism but—like our own time period—an age capable of self-reflection, criticism, and comedy",arthurian period,2022,DigitalCommons@Molloy,,10.4324/9781003255475-33,https://core.ac.uk/download/617867962.pdf,arthurian period
剣の英雄神 : 日本神話におけるユーラシア神話モチーフ,"Archaeological excavations show the importance of iron swords: During the tumulus period, the power of the great king (later emperor) expanded. Myths and archaeological findings attest to the introduction of metallurgy from the continent and subsequent production of iron weapons which resulted in 1) the unification of the country by a great king, 2) the construction of huge tumuli by the ruling class to show their prestige, and 3) the worship of the iron sword and related myths about its power. Such worship of iron swords is told about the Scythians by Herodotus. In the Arthurian legends, the sword Excalibur is the source of the power and prestige of King Arthur. The worship of the ironsword as a divinity might have spread from the Scythians to both ends of the Eurasian continent, west to the Celts and east to the Japanese",arthurian period,2015,和光大学表現学部,,,https://core.ac.uk/download/295360073.pdf,arthurian period
Masculinity and Chivalry: The Tenuous Relationship of the Sacred and Secular in Medieval Arthurian Literature,"Concepts of masculinity and chivalry in the medieval period were socially constructed, within both the sacred and the secular realms. The different meanings of these concepts were not always easily compatible, causing tensions within the literature that attempted to portray them. The Arthurian world became a place that these concepts, and the issues that could arise when attempting to act upon them, could be explored. In this dissertation, I explore these concepts specifically through the characters of Lancelot, Galahad, and Gawain. Representative of earthly chivalry and heavenly chivalry, respectively, Lancelot and Galahad are juxtaposed in the ways in which they perform masculinity and chivalry within the Arthurian world. Chrétien introduces Lancelot to the Arthurian narrative, creating the illicit relationship between him and Guinevere which tests both his masculinity and chivalry. The Lancelot-Grail Cycle takes Lancelot’s story and expands upon it, securely situating Lancelot as the best secular knight. This Cycle also introduces Galahad as the best sacred knight, acting as redeemer for his father. Gawain, in Sir Gawain and the Green Knight, exemplifies both the earthly and heavenly aspects of chivalry, showing the fraught relationship between the two, resulting in the emasculating of Gawain. Finally, Malory’s Le Morte Darthur reestablishes the secular/sacred dynamic, attempting to elevate Lancelot again to best knight, but ultimately failing to resolve the issues that accompany the concepts of chivalry and masculinity. I explore these works, and others, to analyze the ways that masculinity and chivalry are portrayed and how they work with – and against – one another in Arthurian literature",arthurian period,2018,MavMatrix,,,https://core.ac.uk/download/635587976.pdf,arthurian period
Presencia del ciclo artúrico en las bibliotecas bajomedievales de la ciudad de Valencia (1416-1474),"Este artículo, después de revisar el estado de la cuestión sobre la literatura artúrica en España y sus posibles vías de penetración, estudia su presencia en un período de tiempo y espacio concretos: 1416-1474 en la ciudad de Valencia. Para ello analiza los títulos del ciclo artúrico que aparecen en los inventarios notariales de esa misma ciudad, además de plantear las posibles conexiones con la novela de caballerías.This article, after revising the state of play about the Arthurian literature in Spain and its diffusion, investigates its presence in a concrete period of time and place: 1416-1474 in the city of Valencia. So the Arthurian titles which are included in documentary resources are analyzed and the probably links between it and the novels of chivalry as well",arthurian period,2011,,,,https://core.ac.uk/download/517408902.pdf,arthurian period
"""Old order changeth"": Arthurian literary production from Tennyson to White","This is a study of modern retellings of the Arthurian story, from Tennyson's Idylls of the King (1842-1891) to T.H. White's The Once and Future King (1938-1958). It has three main aims. First, while primarily a literary history, it attempts to form an integrated narrative of the modern Arthurian legend through the study of creative literature, scholarship, historiography, visual art, journalism and popular culture. Second, unlike earlier Anglo-American accounts of modern Arthuriana, this thesis concentrates exclusively on British literature, including previously-ignored retellings of the legend by Scottish, Irish, Welsh and Cornish writers and emphasises the influence of Celtic writing on contemporary English literature. Third, this thesis attempts to demonstrate how post-Tennysonian English literature is fundamentally different from earlier manifestations of the legend. The medieval and Victorian traditions, this study argues, were characterised by a series of literary revolutions, beginning with the creation of a paradigmatic text (Geoffrey's Historia, Malory's Morte Darthur, Tennyson's Idylls), which served the ideological needs of elite social groups. After the creation of such texts there followed lengthy periods of stable literary production which essentially reproduced and expanded the ideological franchise of the paradigm. Yet at certain points, due to major social and economic transition, the Arthurian paradigm no longer functioned effectively in its paradigmatic mould and underwent a period of crisis - only to emerge in a new paradigmatic formation. Yet the modern, post-Tennysonian tradition has not conformed to this hegemonic structure. In the absence of a paradigm, Arthurian literature since the 1920s has been characterised by a series of diverse and contradictory trends. Some of these have been nationalist in orientation, while others have developed directly out of scholarly approaches. Politically, they have been informed by a range of ideologies, from conservatism to feminism and from anarchism to clerical fascism. This thesis examines the causes of the breakdown of the paradigmatic structure in twentieth-century Arthurian literature, while chronicling the significance of the trends that developed in its place - shaping the Arthurian story into a much more British political narrative. Yet with the current breakdown in the conception of Britain as a political unit, the Arthurian story seems ready for another major shift in form and significance",arthurian period,,,,,https://core.ac.uk/download/443997725.pdf,arthurian period
Marshlands and Monasteries: The Impact of Weapon Deposition on Medieval British Christianity,"This paper, using proven archeological evidence, time-specific literature, and references on monastic life, local tradition, and social concepts of mythology, draws a clear connection between the prevalent European Iron Age practice of ritual votive and weapon deposition into bodies of water and the state of Christianity in middle ages Great Britain. The ceremonial county of Lincolnshire, particularly the Witham Valley, is featured heavily for its high concentration of deposition and monastic sites in a verifiably close distance of each other. The paper explores the possibility that the existence of these pre-Christian ritual sites remained relevant throughout the Roman period through the practice of syncretization, and eventually became intrinsically associated with the land, until the construction of monasteries and the determination of land use during the middle ages was affected by the spiritual connotations the ritual-associated land maintained. The second half of the paper focuses on selected writings of the Christian era that featured weapon deposition as well as prominent plot elements that suggested a non-Christian influence as evidence that these practices remained relevant enough in the consciousness to be worthy of inclusion in works such as the Arthurian Cycles and several Old English poems. Through an analysis of these literary works, the archeological and geographical make-up of the monastic landscape, and the cultural contexts of both medieval and pre-Roman Britain, this paper argues that ritual deposition was a spiritually and socially significant aspect of Britain\u27s history that had an observable impact on the religion, ritual, literature, and local lore of the British middle ages. Keywords: Weapon deposition, Votives, River Witham, Witham Valley, Lincolnshire, Arthurian Legends, Swords, Ecclesiastical History, Monastic Architecture, Archaeology, British Archaeology, British Christianity, Rivers, Fiskerton Causeway, Causeways, Old English Poetry Part of the panel: Preserving the Past through Contemporary BeliefsModerator: Professor John Ot",arthurian period,2024,PDXScholar,,,https://core.ac.uk/download/613872344.pdf,arthurian period
"The magical mantle, the drinking horn and the chastity test : A study of a 'tale' in Arthurian Celtic literature.","The field of the study is that of popular versus learned literature and the use of traditional patterns and cliches in medieval works, Arthurian and Celtic in particular. The aim of the study is to examine the definition of a ""Tale"": its very concept, its form, and its reception through a plurality of methods, from different and cumulative perspectives which seek to blend into a creative synthesis. This leads to a questioning of the usefulness of motif-indexes in tale-definition. An approach is given which takes into account contemporary scholarship on ""structural"", internal textual analysis as well as pre-structural concepts such as the notion of the Heroic Biographical Pattern. A preliminary approach (part I) gives a survey of the Tale in time and place. The Tale is found from the 12th to the 20th century but was particularly popular between the 12th and 14th centuries. The presence of its early versions in an Arthurian literary context points to a milieu of Tale formation 'which is in-between insular Celtic, Breton and Anglo-Norman French. Networks of version-filiations are drawn which confirm this while they also indicate pivotal versions and point to specific geographical groupings (in particular French, Scottish/Irish Gaelic, Icelandic, English, Welsh, Dutch and German). In an appendix to this section, a statistical method (""Cluster Analysis"") is used to add verification. Part II assembles short monographs on the Tale ""traits"". It thereby establishes their literary status and their strong Arthurian-Celtic link in matters of detail, images, recurrent themes such as: for example the feast setting, the fairy visitant, the magic objects, the test, the names of characters. Having thus created a background of information and critical material, the next level of approach (part III) considers the appeal and durability of the Tale in the medieval period and beyond; and this, in diverse literary genres. It is concluded that the main topics (the Chastity Test of women/cuckoldry of men; the mockery of Arthur, of the chivalric code and of the honour concept) struck a sensitive chord in the minds of medieval audiences. But, as the study goes on to show, the Tale is basically exploited for its farcical, comic potential. Finally, the appeal and durability of the Tale is sought in its relation to traditional tale patterns and in their mythical value. In this sense, the study shares the views of scholars who sought parallels between society (its mentality, world vision) and myth",arthurian period,1987,University of Edinburgh,,,https://core.ac.uk/download/429724556.pdf,arthurian period
"Thou art the lorliest lede that ever I on looked : Arthur and Kingship as Represented by the Alliterative \u3ci\u3eMorte Arthure\u3c/i\u3e, \u3ci\u3eSir Gawain and the Green Knight\u3c/i\u3e, and \u3ci\u3eThe Awntyrs off Arthur\u3c/i\u3e","King Arthur is one of the most well known mythical figures in the English language, and throughout his 1500-year literary tradition, poets have built an intricate and multifaceted mythos around this legendary character. Integral to Arthur’s various depictions is how each poet chooses to illustrate his kingship. These characteristics often overlap across poems, poets, and time periods. Yet, upon closer examination, subtle differences between those kingly depictions produce telling insights into the period in which the story was written. For this study, I have examined three separate Arthurian romances: The Alliterative Morte Arthure, Sir Gawain and the Green Knight, and The Awntyrs off Arthur. These texts serve as bookends to a particularly eventful period in English history and speak volumes about public perception regarding kings and chivalry. When we juxtapose these texts against their respective time periods, we gain a better understanding of what Arthur truly means for Britain. As a king, as a man, as a symbol of English identity, Arthur represents whatever Britain needs at that specific time. This both explains why he maintains certain similar characteristics across lengths of time, as well as why certain traits change drastically",arthurian period,2017,TRACE: Tennessee Research and Creative Exchange,,,https://core.ac.uk/download/268810532.pdf,arthurian period
The King’s Antiquary: John Leland Between Destruction and Preservation,"This study examines John Leland\u27s complex role as a royal commissioner during the dissolution of the monasteries. As the King\u27s Antiquary, Leland found himself caught between seemingly contradictory missions: participating in dismantling monastic institutions while simultaneously working to preserve their scholarly and cultural heritage. The research explores how Leland, educated as a humanist and appointed with a royal commission to survey England\u27s libraries, navigated these competing loyalties through his extensive library tours, meticulous transcriptions, and ambitious documentation projects, including the Collectanea and De Viris Illustribus. Particular attention is given to Leland\u27s nationalist motivations, evidenced in his concern about foreign scholars appropriating English texts and his defense of Arthurian history. The study concludes by examining Leland\u27s ambitious New Year\u27s Gift proposal to Henry VIII, his subsequent psychological decline, and his enduring legacy in preserving knowledge that might otherwise have been lost during this pivotal period of English history",arthurian period,2025,Scholars Crossing,,,https://core.ac.uk/download/657262884.pdf,arthurian period
Bibliographic Rescue: John Leland\u27s Monastery Salvage Operation,"This study examines John Leland\u27s complex role as a royal commissioner during the dissolution of the monasteries. As the King\u27s Antiquary, Leland found himself caught between seemingly contradictory missions: participating in dismantling monastic institutions while simultaneously working to preserve their scholarly and cultural heritage. The research explores how Leland, educated as a humanist and appointed with a royal commission to survey England\u27s libraries, navigated these competing loyalties through his extensive library tours, meticulous transcriptions, and ambitious documentation projects, including the Collectanea and De Viris Illustribus. Particular attention is given to Leland\u27s nationalist motivations, evidenced in his concern about foreign scholars appropriating English texts and his defense of Arthurian history. The study concludes by examining Leland\u27s ambitious New Year\u27s Gift proposal to Henry VIII, his subsequent psychological decline, and his enduring legacy in preserving knowledge that might otherwise have been lost during this pivotal period of English history",arthurian period,2025,Scholars Crossing,,,https://core.ac.uk/download/657262823.pdf,arthurian period
Treason and Betrayal in the Middle English Romances of Sir Gawain,"This article explores the themes of treason and betrayal which are common motifs of medieval romances, specifically those featuring the Arthurian knight Sir Gawain. Because loyalty to one’s lord, nation, or family unit was critical for survival in the Middle Ages, the problem of treachery by close companions is often a recurring subject in romances from this period. Such themes revealed to their audience the fragility of these relationships and cautioned against overconfidence in the bonds of loyalty. Romances featuring Gawain, like the Middle English Awntyrs off Arthur and Sir Gawain and the Green Knight, conclude with the young hero learning to understand the dangers of duplicity. Positioning these messages about treason against the competing tradition of Gawain’s own role in Arthur’s betrayal, however, exposes a broader lesson about finding comfort in loyalty. Only by reading the lessons of the Gawain romances through the wider lens of those traditions surrounding the fall of Arthur’s kingdom can we gain a full appreciation of the medieval warnings against treason and betrayal included in these romances",arthurian period,2011,ScholarWorks at WMU,,,https://core.ac.uk/download/144151741.pdf,arthurian period
